ORDER_ID,SKU,PRODUCT_NAME,CATEGORY,CUSTOMER_EMAIL,PRICE,QUANTITY,ORDER_DATE,CHANNEL,YEAR,WEEK
SH000037,AUTO-6622,Cleaner,AUTO,carloswilliams@example.org,106.98,3,2024-03-28,shopify,2024,13
SH000038,BEAU-8290,Moisturizer,BEAU,cooperjessica@example.org,41.32,2,2024-02-20,shopify,2024,7
SH000039,BEAU-2193,Face Mask,BEAU,lori53@example.org,142.39,1,2024-12-27,shopify,2024,52
SH000040,BEAU-7893,Face Mask,BEAU,yholt@example.net,259.74,3,2024-03-18,shopify,2024,11
SH000041,ELEC-2000,Smartphone,ELEC,tuckerheidi@example.com,96.22,1,2024-12-17,shopify,2024,50
SH000042,BEAU-5201,Perfume,BEAU,fharris@example.org,36.76,1,2024-09-14,shopify,2024,38
SH000043,SPRT-3046,Dumbbell,SPRT,jorge84@example.net,74.65,3,2024-05-25,shopify,2024,21
SH000044,ELEC-7721,Tablet,ELEC,franciscolong@example.net,224.12,1,2024-02-16,shopify,2024,7
SH000045,HOME-4912,Lamp,HOME,deborahmorrison@example.net,216.46,3,2024-08-31,shopify,2024,35
SH000046,FASH-7620,T-Shirt,FASH,henrycastillo@example.com,113.74,2,2024-07-06,shopify,2024,27
SH000047,TOYS-3783,Board Game,TOYS,wschneider@example.org,183.21,3,2024-05-16,shopify,2024,20
SH000048,HOME-3357,Table,HOME,jeffrey02@example.net,170.49,1,2024-08-09,shopify,2024,32
SH000049,TOYS-4013,RC Car,TOYS,larryreynolds@example.com,231.74,2,2024-07-15,shopify,2024,28
SH000050,AUTO-5658,Air Freshener,AUTO,ginamorris@example.net,26.09,3,2024-10-07,shopify,2024,40
SH000051,FOOD-4602,Tea,FOOD,mmartinez@example.com,73.44,3,2024-10-03,shopify,2024,40
SH000052,FOOD-7751,Tea,FOOD,leematthew@example.net,26.95,3,2024-05-22,shopify,2024,21
SH000053,SPRT-2149,Yoga Mat,SPRT,bryanjames@example.com,72.03,1,2024-10-01,shopify,2024,39
SH000054,FOOD-8625,Snacks,FOOD,brittanyalvarez@example.org,56.57,2,2024-08-15,shopify,2024,33
SH000055,SPRT-8910,Yoga Mat,SPRT,aaron70@example.com,204.20,3,2024-05-27,shopify,2024,21
SH000056,ELEC-2439,Monitor,ELEC,heatherthornton@example.org,237.09,2,2024-06-18,shopify,2024,24
SH000057,FASH-8737,T-Shirt,FASH,brandonmurphy@example.com,187.83,1,2024-11-09,shopify,2024,45
SH000058,BEAU-4029,Shampoo,BEAU,hayden40@example.org,194.70,3,2024-10-23,shopify,2024,42
SH000059,FOOD-9184,Protein Bar,FOOD,ywhite@example.net,88.34,3,2024-02-27,shopify,2024,8
SH000060,ELEC-4214,Smartphone,ELEC,llopez@example.org,76.00,1,2024-01-22,shopify,2024,3
SH000061,TOYS-6786,Puzzle,TOYS,powelljames@example.net,126.85,1,2024-03-04,shopify,2024,9
SH000062,ELEC-6470,Smartphone,ELEC,sarmstrong@example.org,100.28,1,2024-10-19,shopify,2024,42
SH000063,AUTO-6589,Car Charger,AUTO,cathywarren@example.net,165.27,3,2024-11-03,shopify,2024,45
SH000064,TOYS-3483,RC Car,TOYS,porterbriana@example.org,23.72,2,2024-08-03,shopify,2024,31
SH000065,SPRT-8428,Dumbbell,SPRT,allen97@example.com,138.43,1,2024-04-20,shopify,2024,16
SH000066,SPRT-1919,Dumbbell,SPRT,kjackson@example.com,44.04,1,2024-03-01,shopify,2024,9
SH000067,BEAU-2890,Perfume,BEAU,lthompson@example.org,114.64,1,2024-11-15,shopify,2024,46
SH000068,BEAU-3495,Perfume,BEAU,dsmith@example.org,61.39,1,2024-06-17,shopify,2024,24
SH000069,TOYS-8640,Board Game,TOYS,taylorlauren@example.com,169.53,2,2024-07-23,shopify,2024,29
SH000070,AUTO-4949,Phone Mount,AUTO,glawson@example.org,263.83,2,2024-11-05,shopify,2024,44
SH000071,FOOD-1863,Protein Bar,FOOD,katherineward@example.com,232.38,3,2024-04-01,shopify,2024,13
SH000072,HOME-2048,Lamp,HOME,andrew82@example.org,65.80,3,2024-09-12,shopify,2024,37
SH000073,AUTO-7153,Car Charger,AUTO,bnorton@example.com,21.78,2,2024-03-21,shopify,2024,11
SH000074,TOYS-5539,RC Car,TOYS,charris@example.com,143.01,2,2024-03-03,shopify,2024,9
SH000075,BEAU-8241,Shampoo,BEAU,kstrickland@example.net,186.19,1,2024-04-23,shopify,2024,16
SH000076,BEAU-1645,Moisturizer,BEAU,ericahoward@example.net,80.46,2,2024-04-13,shopify,2024,15
SH000077,ELEC-1882,Smartphone,ELEC,murphymatthew@example.com,178.28,1,2024-05-28,shopify,2024,21
SH000078,HOME-6943,Curtains,HOME,ruth95@example.com,182.69,3,2024-01-05,shopify,2024,1
SH000079,TOYS-9702,Action Figure,TOYS,jenningsemily@example.org,159.94,3,2024-10-01,shopify,2024,40
SH000080,ELEC-6752,Smartphone,ELEC,twright@example.net,120.83,1,2024-04-17,shopify,2024,16
SH000081,FASH-7545,Jacket,FASH,frazierstephanie@example.net,184.60,2,2024-01-21,shopify,2024,3
SH000082,FASH-4552,Jacket,FASH,newmanchristopher@example.org,218.70,3,2024-10-29,shopify,2024,44
SH000083,TOYS-9089,Action Figure,TOYS,zbrown@example.com,254.79,2,2024-04-20,shopify,2024,16
SH000084,HOME-1774,Curtains,HOME,meyersdaniel@example.org,264.50,3,2024-12-02,shopify,2024,48
SH000085,FASH-6790,T-Shirt,FASH,steven76@example.org,172.28,2,2024-11-10,shopify,2024,45
SH000086,HOME-1780,Lamp,HOME,riverachristopher@example.org,149.47,2,2024-03-22,shopify,2024,12
SH000087,AUTO-9783,Air Freshener,AUTO,mmartin@example.com,222.33,1,2024-02-04,shopify,2024,6
SH000088,SPRT-9915,Yoga Mat,SPRT,beasleykaren@example.com,88.11,2,2024-10-08,shopify,2024,40
SH000089,AUTO-8258,Cleaner,AUTO,nrussell@example.net,178.28,3,2024-10-10,shopify,2024,41
SH000090,FASH-2788,T-Shirt,FASH,rwright@example.org,146.10,2,2024-05-21,shopify,2024,21
SH000091,HOME-4284,Lamp,HOME,hhawkins@example.org,295.26,3,2024-06-04,shopify,2024,22
SH000092,FASH-3803,Jeans,FASH,vmclean@example.org,150.03,1,2024-08-17,shopify,2024,33
SH000093,HOME-1100,Chair,HOME,mckinneykimberly@example.net,98.55,3,2024-06-20,shopify,2024,24
SH000094,AUTO-6699,Air Freshener,AUTO,riverathomas@example.net,249.27,1,2024-09-04,shopify,2024,36
SH000095,ELEC-9076,Monitor,ELEC,samantha77@example.com,224.05,1,2024-11-02,shopify,2024,44
SH000096,ELEC-1652,Laptop,ELEC,nwalton@example.net,96.99,2,2024-05-07,shopify,2024,18
SH000097,FOOD-5941,Tea,FOOD,natalieevans@example.org,209.22,2,2024-06-04,shopify,2024,22
SH000098,TOYS-7943,Board Game,TOYS,hessronald@example.net,278.51,3,2024-10-15,shopify,2024,41
SH000099,HOME-7609,Curtains,HOME,hamiltonalejandro@example.org,207.81,2,2024-08-18,shopify,2024,33
SH000100,SPRT-4139,Running Shoes,SPRT,rcaldwell@example.org,41.82,3,2024-04-24,shopify,2024,16
SH000101,HOME-4364,Curtains,HOME,billy24@example.org,286.68,3,2024-09-12,shopify,2024,37
SH000102,FOOD-8046,Snacks,FOOD,irhodes@example.com,126.56,1,2024-10-07,shopify,2024,40
SH000103,FASH-6215,Sneakers,FASH,lindseydawn@example.org,108.65,1,2024-08-16,shopify,2024,33
SH000104,SPRT-5692,Running Shoes,SPRT,olivia13@example.com,25.52,2,2024-11-18,shopify,2024,47
SH000105,BEAU-8695,Shampoo,BEAU,belliott@example.org,36.32,3,2024-10-31,shopify,2024,44
SH000106,BEAU-7770,Moisturizer,BEAU,stacy38@example.org,200.01,2,2024-07-11,shopify,2024,28
SH000107,FASH-6657,Jacket,FASH,regina07@example.net,54.82,2,2024-11-06,shopify,2024,44
SH000108,SPRT-8947,Tennis Racket,SPRT,martinezbobby@example.net,196.81,1,2024-10-25,shopify,2024,43
SH000109,HOME-2318,Pillow,HOME,joan70@example.com,238.69,3,2024-10-26,shopify,2024,43
SH000110,FASH-7590,Sneakers,FASH,wrightjohn@example.com,283.72,2,2024-08-06,shopify,2024,31
SH000111,FOOD-8683,Coffee Beans,FOOD,ericaosborne@example.net,105.17,1,2024-04-14,shopify,2024,15
SH000112,FOOD-9399,Coffee Beans,FOOD,tturner@example.net,269.13,3,2024-07-27,shopify,2024,31
SH000113,BEAU-8231,Face Mask,BEAU,cindy42@example.net,220.76,1,2024-10-13,shopify,2024,41
SH000114,ELEC-5733,Monitor,ELEC,ericacosta@example.org,201.80,3,2024-02-01,shopify,2024,5
SH000115,FASH-2902,T-Shirt,FASH,alvarezcarolyn@example.net,274.80,3,2024-05-06,shopify,2024,18
SH000116,SPRT-3420,Yoga Mat,SPRT,anthonywashington@example.net,75.89,1,2024-05-16,shopify,2024,20
SH000117,BEAU-7058,Perfume,BEAU,thomasnewman@example.org,133.92,3,2024-09-24,shopify,2024,38
SH000118,TOYS-6048,RC Car,TOYS,janecoleman@example.net,180.84,2,2024-02-09,shopify,2024,6
SH000119,BEAU-8547,Face Mask,BEAU,denisedixon@example.org,22.19,2,2024-05-27,shopify,2024,21
SH000120,TOYS-6098,RC Car,TOYS,mary35@example.org,53.66,1,2024-09-07,shopify,2024,36
SH000121,AUTO-4961,Air Freshener,AUTO,shawn94@example.net,66.34,2,2024-02-27,shopify,2024,8
SH000122,TOYS-7237,RC Car,TOYS,nicole97@example.net,122.66,2,2024-06-27,shopify,2024,25
SH000123,SPRT-2580,Tennis Racket,SPRT,veronica63@example.org,98.87,3,2024-09-14,shopify,2024,38
SH000124,FOOD-1781,Protein Bar,FOOD,gbarker@example.com,99.07,1,2024-03-24,shopify,2024,12
SH000125,ELEC-2032,Laptop,ELEC,karenjones@example.com,145.12,1,2024-05-23,shopify,2024,21
SH000126,BEAU-6748,Perfume,BEAU,millerkyle@example.org,256.24,3,2024-05-31,shopify,2024,22
SH000127,HOME-1139,Chair,HOME,pstevens@example.org,165.78,2,2024-05-24,shopify,2024,21
SH000128,FOOD-4136,Tea,FOOD,william17@example.org,155.84,1,2024-11-27,shopify,2024,47
SH000129,BEAU-4152,Face Mask,BEAU,andersonderek@example.com,231.04,3,2024-07-31,shopify,2024,31
SH000130,SPRT-1261,Dumbbell,SPRT,yadams@example.org,109.08,1,2024-10-01,shopify,2024,39
SH000131,BEAU-5978,Moisturizer,BEAU,alexarichards@example.net,113.69,1,2024-09-13,shopify,2024,37
SH000132,FOOD-3904,Snacks,FOOD,cjones@example.net,273.59,1,2024-02-26,shopify,2024,8
SH000133,FASH-4417,Jacket,FASH,dmcbride@example.net,104.86,1,2024-10-10,shopify,2024,41
SH000134,TOYS-5247,RC Car,TOYS,jimmyarnold@example.org,50.77,3,2024-12-10,shopify,2024,49
SH000135,FASH-5218,Sneakers,FASH,russell52@example.org,225.95,3,2024-05-30,shopify,2024,22
SH000136,SPRT-4424,Dumbbell,SPRT,jacksonkayla@example.org,148.58,3,2024-09-20,shopify,2024,38
SH000137,FOOD-7920,Tea,FOOD,rodriguezkeith@example.net,69.04,2,2024-04-14,shopify,2024,15
SH000138,HOME-6519,Curtains,HOME,amy39@example.com,148.71,2,2024-07-04,shopify,2024,27
SH000139,FASH-5060,Sneakers,FASH,andrew80@example.net,105.27,1,2024-09-30,shopify,2024,39
SH000140,SPRT-9090,Tennis Racket,SPRT,nathan08@example.net,135.51,1,2024-01-05,shopify,2024,1
SH000141,BEAU-4050,Moisturizer,BEAU,linda61@example.net,185.76,2,2024-12-14,shopify,2024,51
SH000142,SPRT-7628,Running Shoes,SPRT,thomasevans@example.com,289.44,2,2024-10-16,shopify,2024,41
SH000143,FASH-9213,Jeans,FASH,samuelnovak@example.org,262.40,1,2024-11-14,shopify,2024,46
SH000144,TOYS-3136,Board Game,TOYS,david65@example.org,84.86,3,2024-05-12,shopify,2024,19
SH000145,FASH-5782,Jeans,FASH,michael63@example.net,128.71,3,2024-04-10,shopify,2024,15
SH000146,TOYS-6895,Action Figure,TOYS,rhuang@example.org,27.12,3,2024-04-24,shopify,2024,16
SH000147,SPRT-9364,Running Shoes,SPRT,cterrell@example.net,242.24,3,2024-11-20,shopify,2024,47
SH000148,AUTO-9888,Air Freshener,AUTO,adkinsluis@example.com,15.68,1,2024-09-18,shopify,2024,38
SH000149,BEAU-9195,Perfume,BEAU,reyeskevin@example.org,94.86,1,2024-08-23,shopify,2024,34
SH000150,FOOD-1312,Protein Bar,FOOD,radams@example.net,227.34,2,2024-12-14,shopify,2024,50
SH000151,SPRT-3006,Tennis Racket,SPRT,youngrichard@example.com,272.10,3,2024-10-23,shopify,2024,43
SH000152,HOME-1834,Pillow,HOME,oscarrodriguez@example.org,148.08,1,2024-08-25,shopify,2024,34
SH000153,ELEC-7967,Laptop,ELEC,patricia81@example.net,171.84,3,2024-07-26,shopify,2024,30
SH000154,FOOD-8727,Coffee Beans,FOOD,nichole46@example.com,252.02,1,2024-08-02,shopify,2024,31
SH000155,TOYS-5818,Action Figure,TOYS,rachel00@example.com,41.73,1,2024-07-04,shopify,2024,27
SH000156,BEAU-9479,Face Mask,BEAU,xyates@example.com,156.87,1,2024-03-10,shopify,2024,10
SH000157,TOYS-3919,Action Figure,TOYS,williamssusan@example.com,79.90,1,2024-02-25,shopify,2024,8
SH000158,AUTO-1988,Phone Mount,AUTO,jacksonvalerie@example.net,112.29,1,2024-12-18,shopify,2024,50
SH000159,AUTO-6754,Cleaner,AUTO,donaldhall@example.net,115.63,3,2024-03-05,shopify,2024,9
SH000160,FASH-9008,Sneakers,FASH,sharonwatts@example.org,122.10,1,2024-05-04,shopify,2024,18
SH000161,ELEC-4974,Monitor,ELEC,emclaughlin@example.com,171.74,1,2024-07-01,shopify,2024,26
SH000162,AUTO-7595,Cleaner,AUTO,kellymartinez@example.com,271.45,2,2024-09-23,shopify,2024,38
SH000163,FASH-6575,Jeans,FASH,lopezcameron@example.org,93.02,3,2024-12-15,shopify,2024,51
SH000164,FOOD-6191,Snacks,FOOD,meghanhoward@example.org,194.84,3,2024-10-02,shopify,2024,40
SH000165,ELEC-9935,Monitor,ELEC,martinezdaniel@example.org,242.07,3,2024-03-30,shopify,2024,14
SH000166,SPRT-3734,Yoga Mat,SPRT,christopher72@example.com,25.18,3,2024-07-19,shopify,2024,29
SH000167,BEAU-3571,Moisturizer,BEAU,osilva@example.org,45.55,3,2024-08-01,shopify,2024,31
SH000168,BEAU-5927,Face Mask,BEAU,arroyowendy@example.net,227.05,3,2024-07-04,shopify,2024,27
SH000169,TOYS-7294,Puzzle,TOYS,carriediaz@example.com,86.14,3,2024-06-11,shopify,2024,23
SH000170,TOYS-3488,Board Game,TOYS,justin61@example.net,151.52,3,2024-11-29,shopify,2024,48
SH000171,HOME-1055,Curtains,HOME,nathanryan@example.org,224.03,2,2024-01-28,shopify,2024,4
SH000172,AUTO-4976,Cleaner,AUTO,dustin14@example.org,190.95,2,2024-12-01,shopify,2024,48
SH000173,AUTO-7384,Cleaner,AUTO,leetheresa@example.com,281.88,1,2024-11-05,shopify,2024,44
SH000174,ELEC-9389,Monitor,ELEC,tommyroach@example.net,93.18,1,2024-07-14,shopify,2024,29
SH000175,TOYS-1733,Board Game,TOYS,foliver@example.com,170.66,3,2024-04-17,shopify,2024,16
SH000176,HOME-8651,Lamp,HOME,lking@example.net,271.37,3,2024-04-16,shopify,2024,15
SH000177,FASH-6260,Jacket,FASH,stonemark@example.org,236.24,1,2024-07-07,shopify,2024,28
SH000178,BEAU-3695,Shampoo,BEAU,larry46@example.org,271.41,3,2024-12-02,shopify,2024,48
SH000179,TOYS-4889,Puzzle,TOYS,cantrellamanda@example.net,208.24,1,2024-05-13,shopify,2024,19
SH000180,ELEC-7726,Tablet,ELEC,mary38@example.com,210.60,3,2024-01-22,shopify,2024,3
SH000181,FOOD-2320,Tea,FOOD,wcallahan@example.net,279.05,1,2024-01-28,shopify,2024,4
SH000182,TOYS-1453,Action Figure,TOYS,tracy92@example.com,259.52,2,2024-08-17,shopify,2024,33
SH000183,FASH-4781,Sneakers,FASH,karenhayes@example.com,208.16,3,2024-11-12,shopify,2024,45
SH000184,HOME-9606,Curtains,HOME,danielglass@example.org,41.75,2,2024-06-24,shopify,2024,25
SH000185,FOOD-8748,Protein Bar,FOOD,boydrhonda@example.net,249.42,1,2024-01-13,shopify,2024,2
SH000186,SPRT-9387,Tennis Racket,SPRT,brownfrances@example.net,122.26,3,2024-04-11,shopify,2024,14
SH000187,BEAU-4856,Perfume,BEAU,jonathan99@example.net,144.13,2,2024-02-10,shopify,2024,7
SH000188,FOOD-6027,Tea,FOOD,qclark@example.net,52.57,1,2024-12-27,shopify,2024,52
SH000189,ELEC-4785,Monitor,ELEC,michael48@example.net,16.67,3,2024-02-09,shopify,2024,6
SH000190,FASH-2860,Jacket,FASH,tammymiranda@example.com,121.49,1,2024-12-21,shopify,2024,51
SH000191,ELEC-8448,Headphones,ELEC,kevinzavala@example.net,41.91,1,2024-05-25,shopify,2024,21
SH000192,FASH-4955,Dress,FASH,ltaylor@example.org,211.27,3,2024-03-30,shopify,2024,14
SH000193,BEAU-1732,Face Mask,BEAU,pricevictoria@example.com,140.19,1,2024-02-14,shopify,2024,7
SH000194,FASH-2432,Sneakers,FASH,bishopbethany@example.net,128.88,3,2024-01-09,shopify,2024,1
SH000195,HOME-2161,Table,HOME,hendersonmatthew@example.org,293.38,2,2024-03-14,shopify,2024,11
SH000196,FASH-8714,T-Shirt,FASH,saragrant@example.org,152.61,3,2024-05-25,shopify,2024,21
SH000197,SPRT-3662,Dumbbell,SPRT,pwilliams@example.net,240.25,2,2024-06-15,shopify,2024,24
SH000198,FASH-8169,Jacket,FASH,blackeileen@example.net,129.13,2,2024-12-19,shopify,2024,51
SH000199,BEAU-6207,Shampoo,BEAU,umartinez@example.net,121.51,1,2024-08-07,shopify,2024,31
SH000200,TOYS-1829,RC Car,TOYS,hodgemeghan@example.org,190.11,1,2024-03-25,shopify,2024,12
SH000201,FASH-9608,Jacket,FASH,aperez@example.net,238.91,3,2024-09-23,shopify,2024,38
SH000202,HOME-3806,Chair,HOME,jimmy11@example.org,245.14,3,2024-10-08,shopify,2024,40
SH000203,BEAU-9366,Face Mask,BEAU,robert17@example.net,130.22,3,2024-01-21,shopify,2024,4
SH000204,BEAU-4166,Shampoo,BEAU,elliottcarly@example.net,58.02,2,2024-11-09,shopify,2024,45
SH000205,HOME-4583,Lamp,HOME,lindasmith@example.org,254.43,2,2024-01-03,shopify,2024,1
SH000206,FASH-3716,Jeans,FASH,lawsondale@example.net,278.45,1,2024-12-09,shopify,2024,50
SH000207,SPRT-5236,Yoga Mat,SPRT,warnerjason@example.org,38.23,2,2024-09-01,shopify,2024,35
SH000208,FOOD-4320,Coffee Beans,FOOD,bquinn@example.org,93.11,2,2024-03-06,shopify,2024,10
SH000209,HOME-7806,Lamp,HOME,davidbowen@example.net,137.42,3,2024-08-28,shopify,2024,35
SH000210,ELEC-7781,Smartphone,ELEC,tracyrichardson@example.net,100.53,2,2024-09-04,shopify,2024,35
SH000211,HOME-2796,Curtains,HOME,oparrish@example.com,43.53,1,2024-08-01,shopify,2024,31
SH000212,AUTO-7606,Cleaner,AUTO,samanthacraig@example.org,92.71,1,2024-11-02,shopify,2024,44
SH000213,FOOD-2113,Snacks,FOOD,tnichols@example.net,149.20,3,2024-11-02,shopify,2024,45
SH000214,ELEC-6579,Laptop,ELEC,curtisjohn@example.com,26.45,2,2024-10-03,shopify,2024,40
SH000215,BEAU-4531,Perfume,BEAU,cruztyler@example.org,210.17,3,2024-10-29,shopify,2024,43
SH000216,BEAU-4550,Perfume,BEAU,paynebrittany@example.org,212.58,1,2024-10-29,shopify,2024,43
SH000217,HOME-1798,Table,HOME,kennethcruz@example.com,192.59,3,2024-09-25,shopify,2024,38
SH000218,FASH-4601,Jeans,FASH,daviskristin@example.org,123.72,1,2024-04-19,shopify,2024,16
SH000219,FASH-5417,T-Shirt,FASH,simstimothy@example.net,177.93,3,2024-08-08,shopify,2024,31
SH000220,FOOD-3805,Protein Bar,FOOD,whitakersherry@example.com,62.91,3,2024-05-30,shopify,2024,21
SH000221,ELEC-4955,Monitor,ELEC,fbaker@example.org,87.63,3,2024-07-25,shopify,2024,29
SH000222,BEAU-6291,Moisturizer,BEAU,kellycharles@example.net,292.20,3,2024-05-23,shopify,2024,21
SH000223,BEAU-8325,Moisturizer,BEAU,hpeters@example.net,254.07,1,2024-08-24,shopify,2024,35
SH000224,TOYS-6292,RC Car,TOYS,lindaanderson@example.org,194.42,1,2024-01-08,shopify,2024,1
SH000225,HOME-1922,Chair,HOME,patriciarodriguez@example.net,209.42,1,2024-11-02,shopify,2024,44
SH000226,BEAU-5304,Face Mask,BEAU,caitlinvazquez@example.com,109.60,3,2024-09-04,shopify,2024,35
SH000227,FASH-6888,Jeans,FASH,jessicakim@example.net,164.79,1,2024-05-20,shopify,2024,21
SH000228,FOOD-1863,Snacks,FOOD,johnsonandrea@example.org,231.91,2,2024-06-18,shopify,2024,24
SH000229,SPRT-2827,Tennis Racket,SPRT,hardystacey@example.org,42.96,1,2024-04-21,shopify,2024,16
SH000230,AUTO-5121,Cleaner,AUTO,elizabeth97@example.org,136.06,1,2024-07-28,shopify,2024,30
SH000231,HOME-4036,Pillow,HOME,eric48@example.net,135.73,3,2024-05-08,shopify,2024,19
SH000232,SPRT-4545,Yoga Mat,SPRT,sandra71@example.org,181.14,2,2024-10-28,shopify,2024,43
SH000233,BEAU-4478,Face Mask,BEAU,vernonhicks@example.com,296.31,3,2024-02-22,shopify,2024,8
SH000234,ELEC-9732,Smartphone,ELEC,bwarren@example.org,51.25,2,2024-06-19,shopify,2024,24
SH000235,ELEC-3471,Monitor,ELEC,hlynch@example.org,238.54,1,2024-11-27,shopify,2024,47
SH000236,TOYS-5991,Puzzle,TOYS,laurenperez@example.com,286.03,1,2024-08-27,shopify,2024,35
SH000237,BEAU-3243,Moisturizer,BEAU,murphytyler@example.com,200.16,1,2024-01-02,shopify,2024,52
SH000238,FOOD-1238,Snacks,FOOD,jimmay@example.com,280.49,2,2024-06-29,shopify,2024,27
SH000239,SPRT-4247,Dumbbell,SPRT,stuartjohn@example.com,59.47,3,2024-10-23,shopify,2024,43
SH000240,TOYS-6438,Board Game,TOYS,claytonheather@example.net,255.16,2,2024-10-27,shopify,2024,43
SH000241,HOME-7976,Table,HOME,mercadoashley@example.net,90.71,3,2024-05-30,shopify,2024,22
SH000242,HOME-3835,Lamp,HOME,millerkimberly@example.com,92.32,3,2024-07-09,shopify,2024,28
SH000243,SPRT-9794,Running Shoes,SPRT,robinsondarlene@example.org,26.20,1,2024-04-14,shopify,2024,15
SH000244,ELEC-5226,Smartphone,ELEC,klee@example.net,288.23,3,2024-02-13,shopify,2024,6
SH000245,TOYS-7063,Puzzle,TOYS,timbrooks@example.net,282.35,3,2024-01-18,shopify,2024,3
SH000246,FASH-9620,T-Shirt,FASH,zcruz@example.com,123.11,2,2024-07-12,shopify,2024,28
SH000247,BEAU-9803,Moisturizer,BEAU,adamwebster@example.net,219.69,3,2024-08-09,shopify,2024,32
SH000248,TOYS-5199,Puzzle,TOYS,scottjessica@example.com,90.39,2,2024-03-08,shopify,2024,10
SH000249,SPRT-3295,Tennis Racket,SPRT,adrian92@example.net,142.94,1,2024-08-04,shopify,2024,31
SH000250,FOOD-7317,Protein Bar,FOOD,dstuart@example.net,128.41,1,2024-05-28,shopify,2024,22
